CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1549022,European nettle tree,Celtis australis,Celtis,Cannabaceae,,2013.0,23/09/2013,,,,,Street,24/08/2019,"(-37.79624454698328, 144.97328844520962)",-37.79624454698328,144.97328844520962,321559.59,5814857.07
1023390,London Plane,Platanus x acerifolia,Platanus,Platanaceae,42.0,1997.0,11/12/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.81015441335527, 144.95799420633764)",-37.81015441335527,144.95799420633762,320246.61,5813284.23
1059056,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,21.0,2000.0,06/05/2000,Semi-Mature,61+ years,80.0,,Street,24/08/2019,"(-37.800155823583204, 144.95167692638296)",-37.800155823583204,144.95167692638296,319666.13,5814381.56
1664173,Maidenhair Tree,Ginkgo biloba,Ginkgo,Ginkgoaceae,,2017.0,19/06/2017,,,,,Street,24/08/2019,"(-37.80432505866276, 144.96796498962385)",-37.804325058662755,144.96796498962385,321110.34,5813950.23
1022186,Elm,Ulmus unknown,Ulmus,Ulmaceae,51.0,1997.0,11/07/1997,Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.7935036772129, 144.9645920842832)",-37.7935036772129,144.96459208428317,320787.22,5815144.57
1015596,English Elm,Ulmus procera,Ulmus,Ulmaceae,35.0,1997.0,10/02/1997,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.793002834373596, 144.94527814714593)",-37.7930028343736,144.9452781471459,319085.27,5815162.93
1038068,English Elm,Ulmus procera,Ulmus,Ulmaceae,113.0,1998.0,11/05/1998,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.784795700894186, 144.96100928936175)",-37.784795700894186,144.96100928936175,320450.65,5816103.98
1358312,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,13.0,2009.0,01/07/2009,Over-mature,31-60 years,60.0,,Park,24/08/2019,"(-37.82173664433939, 144.94715634373625)",-37.82173664433939,144.94715634373625,319320.72,5811978.08
1048186,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,14/12/1998,,,,,Park,24/08/2019,"(-37.79015370533445, 144.94735739311002)",-37.790153705334454,144.94735739311002,319261.42,5815483.11
1043064,Varnish Wattle,Acacia verniciflua,Acacia,Fabaceae,,1998.0,23/11/1998,,,,,Park,24/08/2019,"(-37.79200455664243, 144.95087718801977)",-37.792004556642425,144.95087718801975,319575.88,5815284.53
1664516,Port Jackson or Rusty Fig,Ficus rubiginosa,Ficus,Moraceae,,2017.0,01/08/2017,,,,,Street,24/08/2019,"(-37.8036717315016, 144.94337160201331)",-37.8036717315016,144.94337160201331,318943.44,5813975.35
1439918,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,6.0,2009.0,10/08/2009,New,31-60 years,60.0,,Street,24/08/2019,"(-37.80500372254825, 144.9615352180642)",-37.80500372254825,144.9615352180642,320545.88,5813862.59
1766492,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2019.0,16/07/2019,,,,,Street,24/08/2019,"(-37.82487698865944, 144.94383221082686)",-37.82487698865944,144.94383221082688,319035.79,5811623.17
1441538,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,4.0,2010.0,10/06/2010,Juvenile,61+ years,80.0,,Street,24/08/2019,"(-37.77593174289993, 144.94272257488512)",-37.77593174289993,144.94272257488512,318818.54,5817052.29
1522985,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,,,,,,,Park,24/08/2019,"(-37.78180847113269, 144.94334513263277)",-37.78180847113269,144.94334513263274,318887.72,5816401.38
1546701,Crepe Myrtle,Lagerstroemia indica,Lagerstroemia,Lythraceae,,2013.0,30/07/2013,,,,,Street,24/08/2019,"(-37.83518950094424, 144.97785051525065)",-37.835189500944246,144.97785051525062,322054.85,5810544.21
1024933,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18.0,1900.0,02/01/2000,Semi-Mature,1-5 years (>50% canopy),5.0,,Street,24/08/2019,"(-37.815851687247886, 144.96681321220962)",-37.81585168724789,144.96681321220962,321036.77,5812668.96
1564579,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,,2014.0,15/07/2014,,,,,Park,24/08/2019,"(-37.817953752890425, 144.9714256507019)",-37.81795375289042,144.97142565070192,321447.87,5812444.53
1015981,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,16.0,1900.0,01/01/2000,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79982502973939, 144.95147129954495)",-37.79982502973939,144.95147129954498,319647.22,5814417.87
1020427,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,24.0,1997.0,30/10/1997,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.781764438268304, 144.9587013430626)",-37.781764438268304,144.9587013430626,320240.05,5816435.91
1520091,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.783924243489274, 144.94533749488878)",-37.78392424348928,144.94533749488878,319068.35,5816170.46
1561378,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2014.0,03/06/2014,,,,,Street,24/08/2019,"(-37.7778933160792, 144.94187024232977)",-37.7778933160792,144.94187024232974,318748.26,5816832.97
1521906,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.784842384552235, 144.9443006821514)",-37.78484238455224,144.9443006821514,318979.28,5816066.57
1524260,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.78356634999975, 144.94459685892562)",-37.78356634999975,144.94459685892562,319002.25,5816208.74
1048970,Willow Bottlebrush,Callistemon salignus,Callistemon,Myrtaceae,,1998.0,16/12/1998,,,,,Park,24/08/2019,"(-37.78976809272211, 144.9466336922974)",-37.78976809272211,144.9466336922974,319196.75,5815524.5
1525631,Norfolk Island Pine,Araucaria heterophylla,Araucaria,Araucariaceae,,,,,,,,Street,24/08/2019,"(-37.81580682999584, 144.94542515218825)",-37.81580682999584,144.94542515218825,319153.86,5812632.74
1021946,London Plane,Platanus x acerifolia,Platanus,Platanaceae,55.0,1997.0,11/06/1997,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.795690961701354, 144.96766227825896)",-37.79569096170136,144.96766227825898,321062.85,5814907.74
1358140,Hill¿s Weeping Fig,Ficus microcarpa,Ficus,Moraceae,22.0,2009.0,30/06/2009,Semi-Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.8243160812779, 144.94357318477446)",-37.8243160812779,144.94357318477446,319011.62,5811684.91
1664128,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,,2017.0,14/06/2017,,,,,Park,24/08/2019,"(-37.80302240970216, 144.9129301144418)",-37.80302240970216,144.91293011444182,316261.6,5813987.97
1013427,Elm,Ulmus unknown,Ulmus,Ulmaceae,56.0,1997.0,19/06/1997,Mature,6-10 years (<50% canopy),10.0,,Street,24/08/2019,"(-37.81052385003988, 144.9519568892555)",-37.810523850039885,144.9519568892555,319716.0,5813231.6
1023577,London Plane,Platanus x acerifolia,Platanus,Platanaceae,46.0,1997.0,13/11/1997,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.80816826915795, 144.95491760510194)",-37.80816826915795,144.95491760510194,319970.93,5813498.7
1058594,Sweet Michelia,Magnolia doltsopa,Magnolia,Magnoliaceae,34.0,1998.0,20/10/1998,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.810262216717696, 144.95473465435322)",-37.810262216717696,144.95473465435322,319959.91,5813265.99
1358472,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,18.0,2009.0,02/07/2009,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.81971083356842, 144.94758168325984)",-37.81971083356842,144.94758168325984,319353.22,5812203.7
1358239,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,13.0,2009.0,01/07/2009,Juvenile,31-60 years,60.0,,Park,24/08/2019,"(-37.822086303242294, 144.94674312479086)",-37.82208630324229,144.94674312479088,319285.2,5811938.48
1061396,London Plane,Platanus x acerifolia,Platanus,Platanaceae,27.0,2000.0,01/01/2000,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.80581341790023, 144.95201445843753)",-37.805813417900225,144.95201445843753,319709.61,5813754.41
1066458,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2006.0,17/07/2006,,,,,Park,24/08/2019,"(-37.78227939614607, 144.95538799401388)",-37.782279396146066,144.95538799401388,319949.49,5816372.39
1663393,Japanese Chestnut Oak,Quercus acutissima,Quercus,Fagaceae,,2017.0,16/05/2017,,,,,Street,24/08/2019,"(-37.791995897156866, 144.96298047624057)",-37.791995897156866,144.96298047624055,320641.66,5815308.79
1054363,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1999.0,19/01/1999,,,,,Park,24/08/2019,"(-37.78792214651959, 144.9444704895092)",-37.78792214651959,144.94447048950917,319001.75,5815725.15
1068282,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2006.0,29/11/2006,,,,,Park,24/08/2019,"(-37.7889209561032, 144.95250696261093)",-37.7889209561032,144.95250696261093,319711.9,5815629.85
1455556,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,5.0,2010.0,31/08/2010,New,61+ years,80.0,,Park,24/08/2019,"(-37.79438527707771, 144.91528345235463)",-37.794385277077716,144.91528345235463,316447.42,5814951.03
1494195,Freeman Maple,Acer x freemanii,Acer,Sapindaceae,,2011.0,05/10/2011,,,,,Street,24/08/2019,"(-37.793303621548176, 144.92763077719772)",-37.79330362154817,144.92763077719772,317532.02,5815095.24
1766191,Wilga,Geijera parviflora,Geijera,Rutaceae,,2019.0,08/07/2019,,,,,Street,24/08/2019,"(-37.821378819545124, 144.9168051785235)",-37.82137881954512,144.9168051785235,316648.21,5811958.63
1636120,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2016.0,28/07/2016,,,,,Park,24/08/2019,"(-37.79508430539955, 144.91449394759886)",-37.79508430539955,144.91449394759888,316379.63,5814871.91
1028509,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,61.0,1997.0,12/03/1997,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.837494905804576, 144.98056060014483)",-37.837494905804576,144.98056060014486,322298.89,5810293.55
1518300,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,,2012.0,24/09/2012,,,,,Park,24/08/2019,"(-37.80730807183832, 144.95135447209464)",-37.80730807183832,144.95135447209464,319655.14,5813587.28
1057857,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,20.0,1999.0,22/06/1999,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.790474654180336, 144.921892496963)",-37.790474654180336,144.921892496963,317019.74,5815397.94
1035809,Pin Oak,Quercus palustris,Quercus,Fagaceae,31.0,1998.0,22/10/1998,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.83797540225764, 144.98039716086873)",-37.83797540225764,144.98039716086873,322285.66,5810239.92
1064739,White Cypress-pine,Callitris columellaris,Callitris,Cupressaceae,,2006.0,09/01/2006,,,,,Park,24/08/2019,"(-37.78238252998395, 144.95544215175076)",-37.782382529983956,144.95544215175076,319954.51,5816361.05
1754411,American pepper,Schinus areira,Schinus,Anacardiaceae,,2019.0,02/04/2019,,,,,Park,24/08/2019,"(-37.79976946618074, 144.94415617039343)",-37.79976946618074,144.94415617039343,319002.99,5814409.89
1441093,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2009.0,15/12/2009,,,,,Park,24/08/2019,"(-37.78794852079369, 144.9509124783511)",-37.787948520793684,144.95091247835109,319569.12,5815734.68
1061291,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,,2000.0,01/01/2000,,,,,Street,24/08/2019,"(-37.824774041779186, 144.957706248352)",-37.824774041779186,144.957706248352,320256.73,5811661.39
1034811,Sweet Pittosporum,Pittosporum undulatum,Pittosporum,Pittosporaceae,17.0,1998.0,10/12/1998,Semi-Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.81597213010174, 144.9780047169948)",-37.81597213010174,144.97800471699483,322022.25,5812676.98
1492790,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2011.0,06/07/2011,,,,,Park,24/08/2019,"(-37.78590621099147, 144.94278254971553)",-37.78590621099147,144.94278254971553,318848.18,5815945.58
1359035,Pin Oak,Quercus palustris,Quercus,Fagaceae,26.0,2009.0,15/07/2009,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.80924003491194, 144.9737567749459)",-37.80924003491194,144.9737567749459,321632.1,5813415.91
1743300,Silver Banksia,Banksia marginata,Banksia,Proteaceae,,2018.0,19/07/2018,,,,,Park,24/08/2019,"(-37.802015171857, 144.91794453035754)",-37.802015171857,144.91794453035754,316700.61,5814109.59
1717034,Queensland kauri pine,Agathis robusta,Agathis,Araucariaceae,,2017.0,15/11/2017,,,,,Street,24/08/2019,"(-37.83621657271568, 144.9759628204421)",-37.83621657271568,144.97596282044208,321891.19,5810426.64
1052653,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,28.0,1998.0,31/12/1998,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.798465065270086, 144.92122269744948)",-37.79846506527009,144.92122269744948,316980.48,5814509.96
1070931,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,15.0,2007.0,07/05/2007,Juvenile,61+ years,80.0,,Street,24/08/2019,"(-37.80749532848033, 144.91751914221064)",-37.80749532848033,144.9175191422106,316676.71,5813500.64
1040522,Japanese Flowering Cherry,Prunus serrulata,Prunus,Rosaceae,,1998.0,16/10/1998,,,,,Park,24/08/2019,"(-37.81293967952043, 144.98239229037273)",-37.81293967952043,144.9823922903727,322401.22,5813021.83
1032368,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,,1998.0,09/07/1998,,,,,Park,24/08/2019,"(-37.83194895216538, 144.97250524956758)",-37.831948952165384,144.97250524956758,321576.62,5810893.6
1523133,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,,,,,,,Park,24/08/2019,"(-37.780609783545074, 144.9404500918977)",-37.78060978354507,144.94045009189767,318629.82,5816528.78
1556518,English Elm,Ulmus procera,Ulmus,Ulmaceae,,2014.0,04/02/2014,,,,,Street,24/08/2019,"(-37.80389846477515, 144.95112079681587)",-37.803898464775145,144.95112079681587,319626.27,5813965.18
1649107,Broad-leaf Tea-tree,Melaleuca quinquenervia,Melaleuca,Myrtaceae,,2017.0,02/03/2017,,,,,Park,24/08/2019,"(-37.815920047725946, 144.93464587243972)",-37.815920047725946,144.93464587243972,318205.23,5812599.25
1026930,Native Apricot,Pittosporum phillyraeoides,Pittosporum,Pittosporaceae,,1900.0,02/01/2000,,,,,Street,24/08/2019,"(-37.81970110361326, 144.98040382136216)",-37.819701103613255,144.98040382136216,322242.39,5812267.76
1286437,Tulip Tree,Liriodendron tulipifera,Liriodendron,Magnoliaceae,10.0,,,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.83425868810277, 144.9787905062915)",-37.83425868810277,144.97879050629152,322135.34,5810649.29
1456575,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2010.0,21/09/2010,,,,,Park,24/08/2019,"(-37.781542072726054, 144.9528885355647)",-37.78154207272605,144.95288853556468,319727.57,5816449.39
1561405,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,,2014.0,03/06/2014,,,,,Street,24/08/2019,"(-37.7778608075289, 144.93870228381655)",-37.777860807528896,144.93870228381655,318469.16,5816830.43
1456773,Brittle Gum,Eucalyptus mannifera,Eucalyptus,Myrtaceae,5.0,2010.0,14/10/2010,New,61+ years,80.0,,Park,24/08/2019,"(-37.79781840913651, 144.9215457587996)",-37.79781840913651,144.9215457587996,317007.33,5814582.35
1663633,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,,2017.0,29/05/2017,,,,,Park,24/08/2019,"(-37.800093175925895, 144.91334318159707)",-37.8000931759259,144.9133431815971,316290.71,5814313.83
1065492,Brachychiton,Brachychiton unknown,Brachychiton,Malvaceae,,2006.0,02/02/2006,,,,,Park,24/08/2019,"(-37.7803881405135, 144.95325827613226)",-37.7803881405135,144.95325827613226,319757.33,5816578.15
1049400,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,16/12/1998,,,,,Park,24/08/2019,"(-37.789858444757115, 144.94356367589927)",-37.789858444757115,144.94356367589927,318926.62,5815508.53
1441110,Flowering Gum,Corymbia ficifolia,Corymbia,Myrtaceae,,2009.0,15/12/2009,,,,,Street,24/08/2019,"(-37.79177246429936, 144.9578063372842)",-37.791772464299356,144.95780633728418,320185.49,5815323.64
1046702,Grey Sheoak,Casuarina glauca,Casuarina,Casuarinaceae,,1998.0,12/08/1998,,,,,Park,24/08/2019,"(-37.789132934430086, 144.9461318710522)",-37.78913293443009,144.9461318710522,319151.01,5815594.01
1553406,Red Flowering Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,,2013.0,14/11/2013,,,,,Park,24/08/2019,"(-37.81823069733946, 144.9725042076972)",-37.818230697339466,144.97250420769717,321543.48,5812415.86
1744769,European nettle tree,Celtis australis,Celtis,Cannabaceae,,2018.0,13/09/2018,,,,,Street,24/08/2019,"(-37.8058763512237, 144.95056591647563)",-37.8058763512237,144.95056591647563,319582.23,5813744.63
1634851,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,,2016.0,06/06/2016,,,,,Park,24/08/2019,"(-37.7944599841184, 144.96609816197503)",-37.7944599841184,144.96609816197505,320922.15,5815041.34
1553634,Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,,2014.0,06/01/2014,,,,,Street,24/08/2019,"(-37.82222533201402, 144.9382021900264)",-37.82222533201402,144.9382021900264,318533.74,5811906.49
1058673,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,17.0,2000.0,29/05/2000,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.798652335975625, 144.96803369239086)",-37.798652335975625,144.9680336923909,321102.7,5814579.84
1028944,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,,1997.0,12/04/1997,,,,,Park,24/08/2019,"(-37.83290316373689, 144.9738480622509)",-37.832903163736894,144.9738480622509,321697.1,5810790.28
1584699,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2015.0,18/06/2015,,,,,Park,24/08/2019,"(-37.795113481410205, 144.9522060797101)",-37.79511348141021,144.9522060797101,319700.46,5814942.11
1743509,Grey Sheoak,Casuarina glauca,Casuarina,Casuarinaceae,,2018.0,24/08/2018,,,,,Park,24/08/2019,"(-37.817290582742096, 144.93398514954723)",-37.817290582742096,144.93398514954725,318150.43,5812445.88
1027566,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,67.0,1899.0,30/12/1999,Mature,6-10 years (>50% canopy),10.0,,Park,24/08/2019,"(-37.8252344766272, 144.97797607747216)",-37.8252344766272,144.97797607747216,322041.98,5811649.12
1041678,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,18/11/1998,,,,,Park,24/08/2019,"(-37.79421409331887, 144.95383330041292)",-37.79421409331887,144.9538333004129,319841.56,5815045.05
1023891,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18.0,1997.0,14/11/1997,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.80933310239159, 144.9651272759817)",-37.8093331023916,144.9651272759817,320872.6,5813389.07
1061258,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,32.0,2000.0,01/01/2000,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.8232984805277, 144.95986981646192)",-37.823298480527704,144.95986981646192,320443.59,5811829.29
1040934,Elm,Ulmus unknown,Ulmus,Ulmaceae,99.0,1998.0,11/11/1998,Mature,6-10 years (>50% canopy),10.0,,Park,24/08/2019,"(-37.78558659307476, 144.96762675222226)",-37.785586593074754,144.96762675222226,321035.34,5816028.91
1020396,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,51.0,1997.0,30/10/1997,Mature,6-10 years (>50% canopy),10.0,,Street,24/08/2019,"(-37.77909003785272, 144.95897872519726)",-37.77909003785272,144.95897872519726,320258.0,5816733.21
1548958,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,,2013.0,13/09/2013,,,,,Street,24/08/2019,"(-37.81468503230355, 144.95831409467513)",-37.81468503230355,144.95831409467513,320285.76,5812782.1
1558032,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,,2014.0,28/04/2014,,,,,Park,24/08/2019,"(-37.83873646646486, 144.9790121285594)",-37.83873646646486,144.9790121285594,322165.6,5810152.83
1454754,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,3.0,2010.0,30/07/2010,New,31-60 years,60.0,,Street,24/08/2019,"(-37.79306975964965, 144.93515679829247)",-37.79306975964965,144.93515679829247,318194.17,5815135.86
1511861,Pin Oak,Quercus palustris,Quercus,Fagaceae,,2012.0,19/07/2012,,,,,Street,24/08/2019,"(-37.791683164930205, 144.9345425486573)",-37.79168316493021,144.93454254865733,318136.68,5815288.53
1763732,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2019.0,13/06/2019,,,,,Park,24/08/2019,"(-37.80315935392131, 144.9286070339435)",-37.803159353921316,144.9286070339435,317642.23,5814003.49
1286167,Elm,Ulmus unknown,Ulmus,Ulmaceae,75.0,,,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.791429952745624, 144.92520765848187)",-37.79142995274562,144.9252076584819,317314.03,5815298.42
1584788,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2015.0,18/06/2015,,,,,Park,24/08/2019,"(-37.79515268299166, 144.95227347702797)",-37.795152682991656,144.95227347702797,319706.49,5814937.89
1060660,Elm,Ulmus unknown,Ulmus,Ulmaceae,23.0,2000.0,01/01/2000,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.830476772690915, 144.98472310601204)",-37.83047677269092,144.98472310601204,322648.4,5811080.24
1583406,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,,2015.0,09/06/2015,,,,,Park,24/08/2019,"(-37.79481070842752, 144.91437683507712)",-37.794810708427526,144.91437683507712,316368.64,5814902.04
1644505,Tuckeroo,Cupaniopsis anacardioides,Cupaniopsis,Sapindaceae,,2016.0,24/11/2016,,,,,Park,24/08/2019,"(-37.82375180670143, 144.9430853338971)",-37.82375180670143,144.9430853338971,318967.3,5811746.58
1033470,Bundy,Eucalyptus goniocalyx,Eucalyptus,Myrtaceae,76.0,1998.0,17/09/1998,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.824854610306495, 144.97644849073885)",-37.824854610306495,144.97644849073885,321906.61,5811688.36
1570804,Chinese Liquidambar,Liquidambar formosana,Liquidambar,Altingiaceae,,2014.0,02/10/2014,,,,,Street,24/08/2019,"(-37.832516217526646, 144.97383865113932)",-37.83251621752665,144.97383865113932,321695.34,5810833.2
1640312,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,,2016.0,17/10/2016,,,,,Street,24/08/2019,"(-37.79036521640513, 144.92643059139067)",-37.790365216405135,144.9264305913907,317419.1,5815418.96
1020921,London Plane,Platanus x acerifolia,Platanus,Platanaceae,35.0,1997.0,11/03/1997,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.79651932293561, 144.97265529086525)",-37.79651932293561,144.97265529086525,321504.5,5814825.37
1754790,Manna Gum,Eucalyptus viminalis,Eucalyptus,Myrtaceae,,2019.0,11/04/2019,,,,,Park,24/08/2019,"(-37.81495065872958, 144.93871892920805)",-37.81495065872958,144.93871892920802,318561.41,5812714.74
1583379,UNKNOWN,UNKNOWN UNKNOWN,UNKNOWN,UNKNOWN,,2015.0,10/06/2015,,,,,Park,24/08/2019,"(-37.81508306031153, 144.979812664911)",-37.81508306031153,144.979812664911,322179.27,5812779.08
1527546,Weaping Myall,Acacia pendula,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.7845314167031, 144.94397705535752)",-37.7845314167031,144.94397705535752,318950.02,5816100.45
1049632,Unknown,Melaleuca parvistaminea,Melaleuca,Myrtaceae,,1998.0,17/12/1998,,,,,Park,24/08/2019,"(-37.79037113923888, 144.94476225789387)",-37.79037113923888,144.94476225789387,319033.42,5815453.96
1050291,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,1998.0,18/12/1998,,,,,Park,24/08/2019,"(-37.78359362598982, 144.95568106268541)",-37.783593625989816,144.95568106268541,319978.49,5816227.12
1029501,Elm,Ulmus unknown,Ulmus,Ulmaceae,55.0,1997.0,12/05/1997,Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.82929735935562, 144.97101059010714)",-37.829297359355614,144.9710105901071,321438.68,5811184.98
1053515,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,,1999.0,13/01/1999,,,,,Park,24/08/2019,"(-37.784942207569394, 144.955305408713)",-37.78494220756939,144.955305408713,319948.68,5816076.75
1286639,English Elm,Ulmus procera,Ulmus,Ulmaceae,7.0,2007.0,26/11/2007,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.800034864470845, 144.96390842668418)",-37.80003486447085,144.96390842668418,320742.81,5814418.52
1068662,Fastigiate English Oak,Quercus robur,Quercus,Fagaceae,12.0,2006.0,03/11/2006,Semi-Mature,61+ years,80.0,,Street,24/08/2019,"(-37.79573933059027, 144.92152624145123)",-37.79573933059027,144.92152624145123,317000.48,5814813.02
1021324,London Plane,Platanus x acerifolia,Platanus,Platanaceae,29.0,1997.0,11/04/1997,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.80050333929725, 144.9698458014834)",-37.80050333929725,144.96984580148342,321266.72,5814377.91
1649041,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,,2017.0,01/03/2017,,,,,Park,24/08/2019,"(-37.815754879866724, 144.93535079863625)",-37.81575487986672,144.93535079863625,318266.88,5812618.95
1357433,Firewheel Tree,Stenocarpus sinuatus,Stenocarpus,Proteaceae,7.0,2008.0,02/12/2008,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.79743980273629, 144.9328285925844)",-37.797439802736285,144.9328285925844,317999.88,5814646.4
1731735,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2018.0,19/04/2018,,,,,Street,24/08/2019,"(-37.78951204394383, 144.90328494767658)",-37.78951204394383,144.9032849476766,315378.74,5815468.16
1731747,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2018.0,19/04/2018,,,,,Street,24/08/2019,"(-37.78949646777141, 144.903346480954)",-37.78949646777141,144.90334648095399,315384.12,5815470.01
1359469,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,16.0,2009.0,04/07/2009,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.81046529124207, 144.93565525295895)",-37.81046529124207,144.93565525295895,318280.71,5813206.51
1045481,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,,1998.0,12/02/1998,,,,,Park,24/08/2019,"(-37.790457849482976, 144.95684129233098)",-37.790457849482976,144.95684129233098,320097.32,5815467.66
